date,time,time_formatted,year,month,day,day_of_week,type,details,location,coverage,daily_text,url,newmonth,daycount,lastdaily
1/10/18,17:20:00,5:20 PM,2018,January,10,Wednesday,Pool Report Schedule,The President delivers remarks with the Vice President and Members of Congress for Signing Interdict Act,Oval Office,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then hold a Cabinet meeting. In the afternoon, the President will have lunch with Vice President Mike Pence and Secretary of State Rex Tillerson. The President will then greet Prime Minister Erna Solberg of Normay. The President will then meet with Prime Minister Solberg. The President and Prime Minister Solberg will then hold a joint press conference. Later in the afternoon, the President will meet with U.S. Ambassador to the United Nations Nikki Haley. The President will then meet with Secretary of the Treasury Steven Mnuchin.",https://factba.se/transcript/donald-trump-remarks-interdict-act-january-10-2018,FALSE,,TRUE
1/9/18,09:00:00,9:00 AM,2018,January,9,Tuesday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will host a meeting with bipartisan members of the Senate about immigration. In the afternoon, the President will sign an Executive Order on Supporting our Veterans during their Transition from Uniformed Service to Civilian Life. The President will then meet with Secretary of Defense James Mattis.",,,4,FALSE
1/9/18,11:30:00,11:30 AM,2018,January,9,Tuesday,President Schedule,The President meets with bipartisan members of the Senate on immigration,Cabinet Room,Closed Press,"In the morning, President Donald J. Trump will host a meeting with bipartisan members of the Senate about immigration. In the afternoon, the President will sign an Executive Order on Supporting our Veterans during their Transition from Uniformed Service to Civilian Life. The President will then meet with Secretary of Defense James Mattis.",https://factba.se/transcript/donald-trump-remarks-debate-immigration-bipartisan-house-senate-january-9-2018,FALSE,,FALSE
1/9/18,13:45:00,1:45 PM,2018,January,9,Tuesday,President Schedule,The President signs an Executive Order on Supporting our Veterans during their Transition from Uniformed Service to Civilian Life (Final gather at 1:35 PM),Oval Office,In-Town Pool,"In the morning, President Donald J. Trump will host a meeting with bipartisan members of the Senate about immigration. In the afternoon, the President will sign an Executive Order on Supporting our Veterans during their Transition from Uniformed Service to Civilian Life. The President will then meet with Secretary of Defense James Mattis.",https://factba.se/transcript/donald-trump-remarks-executive-order-veterans-affairs-january-9-2018,FALSE,,FALSE
1/9/18,14:30:00,2:30 PM,2018,January,9,Tuesday,President Schedule,The President meets with Secretary of Defense James Mattis,Oval Office,Closed Press,"In the morning, President Donald J. Trump will host a meeting with bipartisan members of the Senate about immigration. In the afternoon, the President will sign an Executive Order on Supporting our Veterans during their Transition from Uniformed Service to Civilian Life. The President will then meet with Secretary of Defense James Mattis.",,FALSE,,TRUE
1/8/18,09:00:00,9:00 AM,2018,January,8,Monday,President Schedule,In-Town Travel Pool Call Time,,,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,,10,FALSE
1/8/18,11:00:00,11:00 AM,2018,January,8,Monday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,FALSE
1/8/18,11:30:00,11:30 AM,2018,January,8,Monday,President Schedule,Out-of-Town Travel Pool Call Time,"Virginia Gate, Joint Base Andrews",Out-of-Town Travel Pool,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,FALSE
1/8/18,13:00:00,1:00 PM,2018,January,8,Monday,President Schedule,The President departs the White House en route to Joint Base Andrews,South Lawn,Open Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,FALSE
1/8/18,13:20:00,1:20 PM,2018,January,8,Monday,President Schedule,"The President departs Washington, D.C. en route to Nashville, TN",Joint Base Andrews,Out-of-Town Travel Pool,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,FALSE
1/8/18,15:05:00,3:05 PM,2018,January,8,Monday,President Schedule,"The President arrives in Nashville, TN (2:05 PM Local)",Nashville International Airport,Pre-Credentialed Media,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,FALSE
1/8/18,16:10:00,4:10 PM,2018,January,8,Monday,President Schedule,The President gives remarks at the American Farm Bureau Federations Annual Convention (3:10 PM Local),Gaylord Opryland Resort and Convention Center,Pre-Credentialed Media,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",https://factba.se/transcript/donald-trump-speech-american-farm-bureau-nashville-january-8-2018,FALSE,,FALSE
1/8/18,17:10:00,5:10 PM,2018,January,8,Monday,President Schedule,"The President departs Nashville, TN en route to Marietta, GA (4:10 PM Local)",Nashville International Airport,Out-of-Town Travel Pool,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,FALSE
1/8/18,18:00:00,6:00 PM,2018,January,8,Monday,President Schedule,"The President arrives in Marietta, GA",Dobbins Air Reserve Base,Out-of-Town Travel Pool,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,FALSE
1/8/18,18:45:00,6:45 PM,2018,January,8,Monday,President Schedule,The President attends the NCAA National Championship game,Mercedes-Benz Stadium,Out-of-Town Travel Pool,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. The President will then depart the White House for Joint Base Andrews, en route to Nashville, TN. In Nashville, the President will give remarks at the American Farm Bureau Federations Annual Convention. The President will then depart Nashville for Marietta, GA. In Marietta, the President will attend the NCAA National Championship game. The President will then depart Marietta for Washington, D.C., en route to the White House.",,FALSE,,TRUE
1/7/18,09:45:00,9:45 AM,2018,January,7,Sunday,President Schedule,In-Town Travel Pool Call Time,,,DAT,,,6,FALSE
1/7/18,10:00:00,10:00 AM,2018,January,7,Sunday,President Schedule,The President departs Camp David en route to the White House,Camp David,Closed Press,DAT,,FALSE,,FALSE
1/7/18,10:30:00,10:30 AM,2018,January,7,Sunday,President Schedule,The President arrives at the White House,South Lawn,Open Press,DAT,,FALSE,,FALSE
1/7/18,14:30:00,2:30 PM,2018,January,7,Sunday,President Schedule,In-Town Travel Pool Call Time,,,,,FALSE,,FALSE
1/7/18,15:00:00,3:00 PM,2018,January,7,Sunday,President Schedule,The President departs Camp David en route to the White House,Camp David,Closed Press,,,FALSE,,FALSE
1/7/18,15:30:00,3:30 PM,2018,January,7,Sunday,President Schedule,The President arrives at the White House,South Lawn,Open Press,,,FALSE,,TRUE
1/6/18,08:00:00,8:00 AM,2018,January,6,Saturday,President Schedule,In-Town Travel Pool Call Time,,,,,,2,FALSE
1/6/18,09:45:00,9:45 AM,2018,January,6,Saturday,President Schedule,The President participates in the Congressional Republican Leadership retreat,Camp David,Closed Press,,https://factba.se/transcript/donald-trump-remarks-questions-camp-david-gop-retreat-january-6-2018,FALSE,,TRUE
1/5/18,09:00:00,9:00 AM,2018,January,5,Friday,President Schedule,In-Town Travel Pool Call Time,,,"UPDATE: _"" ""The President will now be departing the White House at 1:45 PM.""",,,6,FALSE
1/5/18,11:00:00,11:00 AM,2018,January,5,Friday,President Schedule,The President receives his daily intelligence briefing,Oval Office,Closed Press,"UPDATE: _"" ""The President will now be departing the White House at 1:45 PM.""",,FALSE,,FALSE
1/5/18,13:45:00,1:45 PM,2018,January,5,Friday,President Schedule,The President departs the White House en route to Camp David,South Lawn,Open Press,"UPDATE: _"" ""The President will now be departing the White House at 1:45 PM.""",https://factba.se/transcript/donald-trump-remarks-departure-to-camp-david-january-5-2018,FALSE,,FALSE
1/5/18,14:00:00,2:00 PM,2018,January,5,Friday,President Schedule,The President departs the White House en route to Camp David,South Lawn,Open Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. Later in the afternoon, the President will depart the White House en route to Camp David where he will participate in a Congressional Republican Leadership Retreat.",,FALSE,,FALSE
1/5/18,14:45:00,2:45 PM,2018,January,5,Friday,President Schedule,The President participates in Congressional Republican Leadership Retreat Camp David,Camp David,Closed Press,"In the morning, President Donald J. Trump will receive his daily intelligence briefing. Later in the afternoon, the President will depart the White House en route to Camp David where he will participate in a Congressional Republican Leadership Retreat.",,FALSE,,FALSE
1/5/18,15:00:00,3:00 PM,2018,January,5,Friday,President Schedule,The President participates in Congressional Republican Leadership Retreat Camp David,Camp David,Closed Press,"UPDATE: _"" ""The President will now be departing the White House at 1:45 PM.""",,FALSE,,TRUE
1/4/18,09:00:00,9:00 AM,2018,January,4,Thursday,President Schedule,In-Town Travel Pool Call Time,,,"_UPDATE:_ Press Secretary Sarah Sanders will now give an on camera press briefing at 2:00 PM. In the morning, President Donald J. Trump will meet with Republican members of the Senate to discuss immigration. In the afternoon, the President will present the National Security Medal to Richard Ledgett Jr. Later in the afternoon, the President will meet with Republican members of the Senate about 2018 legislative priorities. The President will then meet with the Chairwoman of the Republican National Committee.",,,7,FALSE
1/4/18,11:30:00,11:30 AM,2018,January,4,Thursday,President Schedule,The President meets with Republican Members of the Senate about immigration,Roosevelt Room,Closed Press,"_UPDATE:_ Press Secretary Sarah Sanders will now give an on camera press briefing at 2:00 PM. In the morning, President Donald J. Trump will meet with Republican members of the Senate to discuss immigration. In the afternoon, the President will present the National Security Medal to Richard Ledgett Jr. Later in the afternoon, the President will meet with Republican members of the Senate about 2018 legislative priorities. The President will then meet with the Chairwoman of the Republican National Committee.",https://factba.se/transcript/donald-trump-remarks-gop-leaders-senate-january-4-2018,FALSE,,FALSE
